Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,days_since_join,Age
Graduation,Married,69109.0,0,0,823,25,459,124,29,95,1,6,6,7,4,No,No,Yes,No,No,No,Yes,816,32
Graduation,Single,69627.0,0,1,231,161,215,171,30,53,2,8,2,11,5,No,No,No,No,No,No,No,629,52
Graduation,Married,38136.0,1,0,8,15,27,0,20,33,2,3,1,2,8,Yes,No,No,No,No,No,No,593,36
PhD,Single,62159.0,0,0,182,17,259,77,70,29,1,6,2,10,4,No,No,No,No,No,No,No,222,68
Graduation,Single,80695.0,0,0,557,129,984,193,37,18,1,5,8,5,2,No,No,No,No,No,No,No,342,51
Master,Single,33316.0,1,1,79,1,31,4,4,12,3,2,1,4,6,No,No,No,No,No,No,No,605,43
Graduation,Together,58554.0,1,1,368,24,68,38,0,88,6,8,2,6,7,No,No,No,No,No,No,No,801,46
Basic,Married,17256.0,1,0,6,4,14,8,8,22,2,2,1,2,8,Yes,No,No,No,No,No,No,378,22
Graduation,Divorced,53034.0,1,1,160,15,196,15,11,50,8,6,1,7,8,No,No,No,No,No,No,No,555,40
2n Cycle,Together,52203.0,0,0,488,21,238,56,108,28,1,8,7,11,6,No,No,No,No,No,No,No,858,64
2n Cycle,Divorced,59601.0,0,1,691,7,69,0,7,23,4,2,2,7,8,No,Yes,No,No,No,No,No,499,37
Master,Single,75154.0,0,1,543,10,205,160,143,82,1,6,3,6,3,No,No,No,No,No,No,Yes,971,56
Graduation,Single,47025.0,0,1,254,7,108,20,0,26,3,6,3,5,6,No,No,No,No,No,No,No,513,38
Graduation,Married,37971.0,1,0,5,4,10,2,2,7,1,1,0,3,8,No,No,No,No,No,No,No,376,41
Master,Divorced,41335.0,1,0,112,19,21,16,14,5,3,4,1,4,7,No,No,No,No,No,No,No,345,46
Graduation,Married,67267.0,0,1,134,11,59,15,2,30,1,3,2,5,2,No,No,No,No,No,No,No,207,56
Graduation,Single,57338.0,0,1,143,6,52,11,8,17,2,4,1,5,5,No,No,No,No,No,No,No,221,39
2n Cycle,Together,50523.0,1,1,51,4,24,4,7,1,2,2,0,4,6,No,No,No,No,No,No,No,346,54
Master,Single,35791.0,2,1,27,0,5,0,0,3,2,1,0,3,8,No,No,No,No,No,No,No,549,49
PhD,Divorced,50611.0,0,1,459,0,24,6,0,4,6,4,5,7,6,No,Yes,No,No,No,No,No,970,54
PhD,Married,56242.0,0,1,689,8,167,11,8,88,5,8,4,11,6,No,No,No,No,No,No,No,643,45
Graduation,Single,48904.0,0,1,283,10,38,0,13,27,4,7,2,4,8,No,No,No,No,No,No,No,1028,54
Graduation,Single,56243.0,1,2,347,0,35,4,3,7,6,4,2,8,5,No,No,No,No,No,No,No,341,39
Graduation,Married,21355.0,1,0,5,13,14,0,5,31,2,2,1,2,6,Yes,No,No,No,No,No,Yes,473,29
Master,Together,57420.0,0,1,280,0,18,0,0,24,3,5,1,6,7,No,Yes,No,No,No,No,No,529,43
Master,Divorced,46390.0,0,1,95,14,64,2,9,38,1,4,2,3,7,No,No,No,No,No,No,No,215,59
2n Cycle,Together,54342.0,1,1,84,10,34,11,10,28,4,3,1,4,6,No,No,No,No,No,No,No,639,58
Graduation,Married,20895.0,1,0,18,3,17,3,0,4,1,2,0,3,9,No,No,No,No,No,No,No,909,41
Graduation,Married,92344.0,0,0,992,24,694,51,19,119,0,5,10,5,1,Yes,No,Yes,No,No,No,No,325,66
2n Cycle,Together,26907.0,1,1,9,1,7,0,3,2,2,1,0,3,7,No,No,No,No,No,No,No,473,38
Graduation,Together,44964.0,1,1,19,1,17,2,0,2,1,1,0,3,8,No,No,No,No,No,No,No,720,34
Graduation,Together,75507.0,0,0,709,93,374,104,80,80,1,8,6,6,3,No,No,No,No,No,No,No,304,35
Master,Married,53761.0,1,1,158,0,76,13,7,71,6,4,4,3,5,No,No,No,No,No,No,No,391,42
Graduation,Together,22682.0,1,0,10,14,29,4,2,36,3,2,1,4,4,No,No,No,No,No,No,No,636,41
PhD,Together,38887.0,1,0,25,1,13,0,0,3,1,1,0,3,7,No,No,No,No,No,No,No,306,42
2n Cycle,Single,41658.0,1,1,8,4,12,15,4,29,2,1,1,2,4,No,No,No,No,No,No,No,816,39
PhD,Married,29791.0,1,0,14,0,6,0,0,0,2,2,0,3,5,No,No,No,No,No,No,No,205,42
Master,Married,63915.0,0,2,622,7,115,30,0,15,2,6,3,12,5,No,No,No,No,No,No,No,494,58
Graduation,Divorced,39996.0,1,1,11,0,3,0,0,1,1,1,0,2,6,No,No,No,No,No,No,No,198,40
Graduation,Divorced,26759.0,1,0,25,3,16,8,5,2,2,2,1,3,6,No,No,No,No,No,No,No,157,42
Master,Divorced,63841.0,0,1,635,15,100,20,7,131,1,9,3,9,6,No,No,No,No,No,No,No,594,46
PhD,Married,51039.0,1,1,100,64,79,65,0,109,2,6,2,4,7,No,No,No,No,No,No,No,785,45
Graduation,Married,60544.0,1,1,201,2,43,3,5,35,4,5,1,5,6,No,No,No,No,No,No,No,833,53
Graduation,Married,65685.0,0,1,642,14,49,0,7,57,1,9,2,9,5,No,No,No,No,No,No,No,252,42
Graduation,Married,37716.0,0,1,97,1,41,6,2,41,2,4,1,3,7,No,No,No,No,No,No,No,229,61
Graduation,Single,36864.0,0,1,204,5,39,17,0,89,3,5,2,4,8,No,No,No,No,No,No,Yes,845,57
Master,Married,44511.0,1,0,513,7,133,46,14,14,6,8,4,8,8,No,No,No,No,No,No,No,726,44
PhD,Married,36947.0,1,1,88,3,21,4,1,29,4,3,0,4,9,No,No,No,No,No,No,No,881,47
Master,Together,47352.0,0,1,172,12,112,8,0,15,4,6,1,5,7,No,No,No,No,No,No,No,397,63
Master,Married,67087.0,0,1,329,35,222,130,35,43,2,7,5,8,4,No,No,No,No,No,No,No,354,61
Graduation,Married,57045.0,0,1,296,13,104,11,13,17,3,4,2,9,3,No,No,No,No,No,No,No,849,64
PhD,Divorced,36957.0,1,1,100,2,16,2,1,31,4,3,2,2,9,No,No,No,No,No,No,Yes,910,61
PhD,Married,69389.0,0,1,422,7,238,69,46,15,1,7,2,12,4,No,No,No,No,No,No,No,799,37
Graduation,Married,80134.0,1,0,1218,16,272,104,0,80,2,5,3,6,6,No,Yes,Yes,Yes,No,No,Yes,565,42
Master,Married,43142.0,1,1,5,1,7,2,1,4,1,1,0,2,7,No,No,No,No,No,No,No,291,45
Graduation,Married,80589.0,0,0,507,93,520,242,40,26,1,5,10,5,1,No,No,No,Yes,No,No,Yes,318,70
Graduation,Single,34412.0,1,0,52,12,50,4,36,55,3,5,0,3,9,No,No,No,No,No,No,No,661,24
Graduation,Single,57537.0,1,0,191,56,139,51,8,100,4,4,3,8,4,No,No,No,No,No,No,No,426,35
Basic,Together,22634.0,0,0,2,23,11,8,6,46,1,2,1,2,8,No,No,No,No,No,No,No,689,48
Graduation,Together,51315.0,0,0,68,28,39,16,30,41,1,2,2,5,2,No,No,No,No,No,No,No,286,66
Graduation,Married,36026.0,2,1,20,4,10,6,4,17,2,2,0,3,6,No,No,No,No,No,No,No,265,42
Graduation,Married,24639.0,1,1,20,3,16,0,4,1,3,2,0,4,6,No,No,No,No,No,No,No,312,41
PhD,Together,34578.0,2,1,7,0,1,0,0,0,1,1,0,2,6,No,No,No,No,No,No,No,32,42
2n Cycle,Single,65704.0,0,0,279,172,74,38,8,246,1,2,10,10,1,No,No,No,No,No,No,No,419,42
Graduation,Single,63810.0,0,1,977,12,253,16,12,101,4,4,3,12,8,No,Yes,No,No,No,No,No,755,48
PhD,Together,54132.0,0,1,30,1,8,0,0,3,1,1,0,3,7,No,No,No,No,No,No,No,293,45
Graduation,Married,18690.0,0,0,6,1,7,23,4,19,1,1,1,2,8,No,No,No,No,No,No,No,708,55
Graduation,Married,28164.0,1,0,3,18,26,11,8,12,3,2,0,4,7,No,No,No,No,No,No,No,610,44
PhD,Married,34596.0,1,0,14,0,2,0,0,7,1,1,0,2,8,No,No,No,No,No,No,No,602,40
PhD,Married,43269.0,1,0,10,1,7,0,0,1,1,1,0,2,8,No,No,No,No,No,No,No,446,42
2n Cycle,Single,38741.0,1,1,7,10,17,8,6,13,2,2,0,3,7,No,No,No,No,No,No,No,251,56
Graduation,Single,31907.0,0,0,33,87,64,175,16,74,1,6,1,6,7,No,No,No,No,No,No,No,612,42
Master,Married,27100.0,1,0,12,0,13,2,0,10,1,1,0,3,7,No,No,No,No,No,No,No,581,31
2n Cycle,Divorced,31163.0,1,0,2,3,10,11,2,10,1,1,0,3,6,No,No,No,No,No,No,No,296,41
Graduation,Married,92533.0,0,0,693,21,118,110,147,42,1,6,5,11,2,No,No,Yes,Yes,No,No,No,352,29
Graduation,Single,34853.0,1,1,9,3,15,2,3,2,2,2,0,3,6,No,No,No,No,No,No,No,348,41
Graduation,Divorced,70844.0,1,1,129,26,67,3,67,2,5,6,1,5,7,No,No,No,No,No,No,No,402,47
2n Cycle,Married,31086.0,1,1,16,2,11,3,0,16,2,1,1,2,8,Yes,No,No,No,No,No,No,610,35
Graduation,Married,60544.0,1,1,201,2,43,3,5,35,4,5,1,5,6,No,No,No,No,No,No,No,833,53
2n Cycle,Together,20491.0,0,0,5,4,5,4,2,10,1,0,1,2,7,No,No,No,No,No,No,No,680,28
Graduation,Married,42523.0,0,0,14,36,11,3,26,35,1,1,1,4,2,No,No,No,No,No,No,No,227,50
Graduation,Married,39922.0,1,0,29,12,59,19,1,36,2,3,0,4,8,No,No,No,No,No,No,No,660,31
Graduation,Together,33402.0,1,1,26,2,19,10,5,8,3,2,1,3,8,No,No,No,No,No,No,No,506,62
Master,Married,36408.0,1,1,9,1,4,3,2,3,1,1,0,2,6,No,No,No,No,No,No,No,441,65
Graduation,Together,21645.0,1,0,14,0,23,4,5,19,3,3,0,3,9,No,No,No,No,No,No,Yes,1002,35
Master,Widow,78427.0,0,0,972,19,595,180,26,138,3,3,7,10,3,No,No,No,Yes,No,No,Yes,773,66
Graduation,Together,82657.0,0,0,966,168,672,246,105,126,1,7,5,10,4,No,Yes,No,Yes,No,No,No,435,68
Graduation,Married,51876.0,0,0,99,27,102,28,48,6,1,2,2,8,1,No,No,No,No,No,No,No,417,56
2n Cycle,Married,78041.0,0,0,482,35,553,72,160,17,1,4,4,9,2,No,No,No,No,No,No,No,720,43
Graduation,Married,52852.0,0,1,714,8,99,11,0,47,4,10,7,5,8,Yes,No,No,No,No,No,No,1059,57
PhD,Together,70038.0,0,0,587,54,348,71,54,130,1,4,4,8,2,No,No,No,No,No,No,No,407,32
2n Cycle,Together,69401.0,0,1,399,27,159,58,8,39,4,4,4,5,2,No,No,No,No,No,No,No,258,41
Graduation,Together,46053.0,1,0,56,10,92,19,7,25,3,3,2,4,5,No,No,No,No,No,No,No,657,42
Graduation,Married,77343.0,0,0,227,151,573,98,54,31,1,3,4,9,1,No,No,No,No,No,No,No,91,49
Graduation,Single,73892.0,0,0,703,102,601,0,58,43,1,3,11,8,1,No,No,No,No,No,No,Yes,388,61
PhD,Single,40304.0,1,0,37,0,17,0,0,3,1,2,0,3,7,No,No,No,No,No,No,No,432,47
PhD,Together,32727.0,0,0,167,13,180,86,13,70,2,7,3,5,8,No,No,No,No,No,No,No,830,49
Graduation,Together,68695.0,0,0,458,81,356,106,50,40,1,4,4,7,2,No,No,No,No,No,No,No,164,45
Graduation,Divorced,43300.0,0,1,91,3,52,2,1,31,3,4,0,4,8,No,No,No,No,No,No,Yes,784,43
Graduation,Together,26290.0,1,1,15,8,16,11,5,22,4,2,0,4,6,No,No,No,No,No,No,No,370,42
Graduation,Single,93790.0,0,0,1302,68,731,89,114,45,0,6,7,12,2,No,Yes,Yes,Yes,No,No,Yes,4,44
PhD,Married,38410.0,0,0,153,64,123,116,64,14,2,5,2,9,6,No,No,No,No,No,No,Yes,813,40
Master,Widow,64866.0,0,1,508,5,21,7,5,10,4,7,3,7,5,No,Yes,No,No,No,No,No,314,64
Graduation,Together,57957.0,0,1,290,59,177,77,5,29,7,4,6,8,3,No,No,No,No,No,Yes,No,474,55
PhD,Together,46015.0,1,1,38,0,2,0,0,6,1,1,0,3,7,Yes,No,No,No,Yes,No,No,237,59
Graduation,Together,16531.0,1,0,2,13,6,7,5,11,3,3,0,3,7,No,No,No,No,No,No,No,171,36
Master,Married,28072.0,1,0,30,0,10,2,0,5,1,1,0,3,7,No,No,No,No,No,No,No,486,28
Master,Divorced,49476.0,0,1,386,23,95,54,41,196,4,2,11,5,2,No,No,No,No,No,No,No,534,51
Graduation,Married,50725.0,0,1,443,10,75,0,10,48,4,8,1,8,8,No,No,No,No,No,No,No,661,61
Graduation,Together,83844.0,0,0,901,31,345,75,31,191,1,4,4,11,1,No,No,Yes,No,No,No,No,366,62
PhD,Married,41145.0,1,1,9,0,3,0,0,1,1,0,0,3,3,No,No,No,No,No,No,No,126,64
Graduation,Together,67419.0,0,1,846,84,352,91,56,42,4,9,4,8,5,No,No,No,No,No,No,No,689,44
2n Cycle,Married,23162.0,1,1,8,3,9,19,4,22,3,1,1,3,6,No,No,No,No,No,No,No,350,44
Graduation,Married,34380.0,1,0,72,7,58,13,1,24,4,4,1,3,8,No,No,No,No,No,No,No,669,37
Graduation,Single,34704.0,0,1,29,0,5,0,1,5,1,1,0,3,5,No,No,No,No,No,No,No,588,48
PhD,Married,94871.0,0,2,169,24,553,188,0,144,1,8,5,4,7,No,Yes,Yes,No,No,No,Yes,1062,45
Graduation,Married,65148.0,0,1,460,35,422,33,12,153,2,6,6,7,4,No,No,No,No,No,No,No,750,56
Graduation,Together,39898.0,0,1,69,8,26,12,7,12,2,3,0,4,7,No,No,No,No,No,No,No,369,60
Master,Single,64857.0,0,0,556,14,717,210,0,43,1,7,5,10,4,No,No,No,No,No,No,No,743,58
PhD,Married,59892.0,0,1,73,0,13,0,1,0,1,2,1,3,3,No,No,No,No,No,No,No,663,44
Master,Single,41020.0,0,0,112,1,54,7,7,36,1,3,2,4,3,No,No,No,No,No,No,No,404,27
PhD,Married,57072.0,0,1,944,0,60,0,0,30,2,7,5,13,5,Yes,No,No,No,No,No,No,316,53
Graduation,Single,60474.0,0,1,265,199,303,234,9,170,7,10,2,12,7,No,No,No,No,No,No,No,701,35
Graduation,Together,62807.0,0,1,526,28,135,10,21,99,3,5,3,12,5,No,No,No,No,No,No,No,827,54
2n Cycle,Together,19414.0,1,0,2,3,12,3,5,7,1,1,0,3,8,No,No,No,No,No,No,No,416,33
Graduation,Married,19107.0,1,0,2,4,9,10,5,16,2,1,0,3,7,No,No,No,No,No,No,No,471,34
2n Cycle,Together,75484.0,0,1,378,97,259,197,194,34,2,7,3,6,4,No,No,No,No,No,No,No,1032,38
Master,Single,70379.0,0,1,553,25,142,65,67,8,3,6,3,13,4,No,No,No,No,No,No,No,643,38
Master,Together,79419.0,0,0,751,127,687,20,15,31,1,4,6,4,2,No,No,No,No,No,No,No,167,44
PhD,Together,64014.0,2,1,406,0,30,0,0,8,7,8,2,5,7,No,No,No,Yes,No,No,No,61,68
Graduation,Married,76998.0,0,1,1449,89,161,69,35,107,2,11,8,8,6,No,No,Yes,No,No,No,No,400,59
Master,Together,49854.0,1,0,123,17,171,39,0,30,5,6,2,5,6,No,No,No,No,No,No,No,421,42
PhD,Married,60585.0,1,1,267,42,309,55,42,21,10,7,4,9,5,No,No,No,No,No,No,Yes,530,43
PhD,Divorced,42873.0,1,1,209,0,40,3,2,15,4,6,1,4,8,No,No,No,No,No,No,No,684,64
Graduation,Together,87679.0,0,0,1259,172,815,97,148,33,1,7,11,10,4,Yes,No,Yes,Yes,No,No,Yes,497,26
Graduation,Together,57867.0,1,0,344,35,178,15,23,17,7,7,2,9,6,No,No,No,No,No,No,No,695,36
Graduation,Married,35765.0,1,0,22,3,30,0,5,15,2,2,0,4,6,No,No,No,No,No,No,No,389,24
Graduation,Married,65492.0,0,0,247,161,295,210,85,47,2,4,7,13,2,No,No,No,No,No,No,No,314,55
Graduation,Divorced,32952.0,1,0,38,0,12,3,1,1,1,2,0,3,7,No,No,No,No,No,No,No,693,37
PhD,Together,53374.0,0,1,896,10,101,13,10,34,6,4,2,9,9,Yes,No,No,No,No,No,Yes,842,45
Graduation,Together,71706.0,0,1,931,56,253,91,98,14,4,9,5,7,5,No,No,No,No,No,No,No,753,55
Graduation,Married,68487.0,0,0,758,12,385,33,89,89,1,9,7,13,4,No,No,No,No,No,No,No,692,26
Master,Together,53253.0,1,1,216,9,57,20,9,125,7,4,3,5,5,No,No,No,No,No,No,No,399,39
2n Cycle,Divorced,31163.0,1,0,2,3,10,11,2,10,1,1,0,3,6,No,No,No,No,No,No,No,296,41
Graduation,Married,42014.0,1,0,244,15,108,4,15,50,6,7,1,6,8,No,No,No,No,No,No,Yes,841,37
Master,Married,54108.0,1,1,539,6,91,8,6,97,13,8,2,9,8,No,No,No,No,No,No,No,939,41
PhD,Single,49667.0,0,0,1181,26,120,17,13,39,2,5,10,5,8,Yes,No,No,No,No,No,Yes,838,59
Master,Married,63206.0,0,0,750,8,125,11,8,26,1,4,3,6,2,No,No,Yes,No,No,No,No,261,40
Master,Married,57136.0,1,1,306,5,109,21,109,92,9,5,2,10,6,No,No,No,No,No,No,No,455,42
2n Cycle,Together,46772.0,0,1,350,104,189,197,151,57,6,11,8,5,8,Yes,No,No,No,No,No,No,878,39
PhD,Married,78931.0,0,0,331,197,170,58,152,35,1,2,8,13,1,No,No,No,No,No,No,No,407,43
Graduation,Together,53977.0,0,1,620,16,165,0,24,82,5,5,5,12,5,No,No,No,No,No,No,No,487,56
Graduation,Married,84219.0,0,0,434,137,400,45,137,45,1,3,4,10,1,No,No,No,No,No,No,No,307,26
Master,Single,46098.0,1,1,57,0,27,0,0,36,4,3,2,2,8,No,No,No,No,No,No,No,840,39
Graduation,Married,73538.0,0,1,811,76,428,99,137,107,3,10,4,9,7,No,No,No,No,No,No,No,741,49
Graduation,Married,79529.0,0,0,423,42,706,73,197,197,1,4,8,9,2,No,No,No,No,No,No,No,223,28
2n Cycle,Together,20981.0,0,0,2,12,10,6,13,30,1,3,1,2,8,No,No,No,No,No,No,Yes,585,37
Graduation,Single,51766.0,1,0,60,51,87,6,20,51,2,4,2,4,5,No,No,No,No,No,No,No,33,34
Graduation,Married,55759.0,0,1,675,0,85,10,7,77,5,10,3,8,8,No,No,No,No,No,No,No,738,52
Graduation,Married,33039.0,1,0,30,8,12,8,8,12,1,2,0,4,5,No,No,No,No,No,No,No,453,36
Master,Married,37787.0,1,0,40,1,40,4,3,18,1,3,0,3,8,No,No,No,No,No,No,No,442,42
Graduation,Single,27242.0,1,0,3,17,26,20,1,39,2,2,0,3,9,No,No,No,No,No,No,Yes,755,44
PhD,Single,87188.0,0,0,910,111,724,49,74,55,1,10,2,6,3,No,No,No,No,No,No,Yes,640,31
Graduation,Together,69930.0,0,0,252,98,827,219,70,196,1,4,5,12,3,No,No,No,No,No,No,No,559,43
Graduation,Single,37697.0,1,0,34,6,21,11,4,8,1,2,1,3,6,No,No,No,No,No,No,No,157,38
PhD,Married,37401.0,1,0,19,3,19,3,1,3,2,2,0,3,7,No,No,No,No,No,No,No,184,41
Graduation,Single,3502.0,1,0,2,1,1,0,0,1,0,0,0,0,14,No,No,No,No,No,No,No,602,41
Graduation,Married,58597.0,1,1,490,0,184,10,28,21,12,7,4,9,7,No,No,No,No,No,No,No,746,38
PhD,Widow,82032.0,0,0,332,194,377,149,125,57,0,4,6,7,1,No,No,No,No,No,No,No,216,66
Graduation,Together,28087.0,1,1,53,8,17,13,0,21,3,2,2,2,7,No,No,No,No,No,No,No,754,56
PhD,Single,74004.0,0,0,784,48,560,42,176,48,1,4,6,4,3,No,No,Yes,Yes,No,No,Yes,285,27
Graduation,Together,19740.0,0,1,7,11,3,10,4,20,2,1,1,3,5,No,No,No,No,No,No,No,622,54
2n Cycle,Married,57036.0,0,1,1171,43,219,19,14,47,4,6,3,13,9,Yes,No,No,No,No,No,No,754,39
2n Cycle,Together,53083.0,1,1,215,7,33,3,0,13,6,5,1,5,7,No,Yes,No,No,No,No,No,570,56
PhD,Married,69283.0,0,1,674,62,134,0,26,8,4,7,3,13,5,No,No,No,No,No,No,No,175,39
Master,Single,46098.0,1,1,57,0,27,0,0,36,4,3,2,2,8,No,No,No,No,No,No,Yes,840,39
2n Cycle,Married,23331.0,1,0,5,36,7,0,10,45,2,3,0,3,8,No,No,No,No,No,No,No,971,26
2n Cycle,Single,23331.0,1,0,104,20,101,24,15,5,6,5,1,5,9,No,No,No,No,No,No,No,940,26
Graduation,Single,9255.0,1,0,9,0,7,2,0,4,1,1,1,2,8,No,No,No,No,No,No,No,351,25
PhD,Widow,67786.0,0,0,431,82,441,80,20,102,1,3,6,6,1,No,No,No,No,No,No,Yes,512,55
PhD,Married,71969.0,0,1,1000,0,76,0,0,10,3,3,4,9,8,No,Yes,No,No,No,No,No,781,43
Master,Single,59235.0,1,0,448,40,469,80,0,91,3,11,2,12,7,No,No,No,No,No,No,No,370,47
Graduation,Together,31928.0,1,0,33,4,24,4,2,5,2,3,0,4,7,No,No,No,No,No,No,No,253,25
Master,Together,74881.0,1,1,505,72,270,36,27,54,4,9,2,12,5,No,No,No,No,No,No,No,490,53
Graduation,Married,65819.0,0,0,267,38,701,149,165,63,1,5,4,10,3,No,No,No,No,No,No,No,737,36
PhD,Single,51411.0,1,2,14,0,3,0,0,1,1,0,0,3,5,No,No,No,No,No,No,No,559,61
Graduation,Divorced,51983.0,0,1,631,0,115,10,7,30,3,9,2,10,7,No,No,No,No,No,No,No,827,50
Master,Together,42386.0,1,0,65,4,16,0,4,11,1,3,0,3,8,No,No,No,No,No,No,No,692,28
2n Cycle,Married,30390.0,0,0,10,12,12,25,1,20,1,2,0,3,6,No,No,No,No,No,No,No,665,27
Graduation,Single,30983.0,0,0,51,4,50,12,1,49,1,4,0,3,8,No,No,No,No,No,No,Yes,816,51
Graduation,Widow,66033.0,0,1,293,35,179,46,59,65,2,8,3,7,7,No,No,No,No,No,No,No,685,57
2n Cycle,Married,37284.0,1,1,11,1,2,2,1,6,1,0,0,3,6,No,No,No,No,No,No,No,617,39
Master,Divorced,57530.0,0,1,50,1,27,6,7,1,1,1,1,4,1,No,No,No,No,No,No,No,361,63
2n Cycle,Married,76800.0,0,0,173,26,255,35,71,81,1,4,4,7,1,No,No,No,No,No,No,No,125,49
Graduation,Married,63943.0,0,1,423,184,368,13,97,21,1,6,4,6,5,No,No,No,No,No,No,No,1031,58
Graduation,Together,76081.0,0,0,292,30,415,63,33,200,1,4,5,4,2,No,No,No,Yes,No,No,No,197,52
Graduation,Married,67445.0,0,1,757,80,217,29,80,11,5,9,6,12,6,No,No,No,No,No,No,No,728,40
Master,Married,37054.0,1,1,12,1,6,0,1,5,2,1,0,3,7,No,No,No,No,No,No,No,447,47
Master,Together,47175.0,1,1,167,2,44,6,2,19,7,4,2,4,8,Yes,No,No,No,No,No,Yes,769,52
Graduation,Divorced,31859.0,1,0,3,1,3,8,0,5,1,1,0,2,7,No,No,No,No,No,No,No,540,38
Graduation,Divorced,27215.0,2,1,30,5,22,8,9,28,4,2,1,4,6,No,No,No,No,No,No,No,682,53
PhD,Divorced,70179.0,0,1,532,88,168,69,44,133,3,7,3,13,5,No,No,No,No,No,No,No,503,38
Graduation,Married,39922.0,1,0,29,12,59,19,1,36,2,3,0,4,8,No,No,No,No,No,No,No,660,31
Master,Married,49681.0,0,2,411,0,26,0,0,21,6,7,1,7,7,No,No,No,No,No,No,No,604,38
Graduation,Married,24645.0,1,0,5,3,4,4,1,0,1,1,0,2,8,No,No,No,No,No,No,No,1060,26
Graduation,Divorced,79865.0,0,1,71,99,278,185,121,38,1,5,10,5,1,No,No,No,No,No,No,No,171,60
Graduation,Married,44322.0,1,0,46,0,40,3,0,3,2,3,0,3,8,No,No,No,No,No,No,No,173,29
Graduation,Single,47958.0,0,1,268,11,88,15,3,22,2,6,3,5,5,No,No,No,No,No,No,No,686,62
Master,Single,63972.0,0,1,928,63,254,0,12,12,4,5,4,10,4,No,Yes,No,No,No,No,No,1028,50
Graduation,Together,75315.0,0,1,459,15,171,142,23,31,2,5,4,12,2,No,No,No,No,No,No,No,235,60
PhD,Married,55517.0,1,1,483,0,108,0,6,36,5,11,1,6,9,No,No,No,No,No,No,Yes,800,64
PhD,Married,75283.0,1,2,733,9,180,12,19,66,11,6,3,5,4,No,No,No,No,No,No,No,619,57
PhD,Single,82800.0,0,0,1006,22,115,59,68,45,1,7,6,12,3,No,No,Yes,Yes,No,No,Yes,742,68
Graduation,Married,38998.0,1,1,34,1,14,0,0,5,3,2,0,3,8,No,No,No,No,No,Yes,No,1000,60
Master,Single,90638.0,0,0,1156,120,915,94,144,96,1,3,4,10,1,No,No,Yes,No,No,No,Yes,296,23
Master,Married,27161.0,1,0,7,4,23,7,0,11,1,1,0,3,7,No,No,No,No,No,No,No,404,28
Graduation,Married,42014.0,1,0,244,15,108,4,15,50,6,7,1,6,8,No,No,No,No,No,No,Yes,841,37
PhD,Together,38201.0,0,1,233,0,23,0,0,12,4,5,1,5,8,No,No,No,No,No,No,No,617,54
Graduation,Together,45203.0,2,0,35,3,67,10,8,24,1,3,1,3,6,No,No,No,No,No,No,Yes,258,32
PhD,Together,81574.0,0,0,1252,0,465,46,35,0,1,4,5,8,1,No,Yes,Yes,No,No,No,No,222,67
Graduation,Married,34935.0,0,0,34,4,66,3,10,20,1,2,1,4,7,No,No,No,No,No,No,No,533,22
Master,Single,60482.0,0,1,255,43,134,37,14,24,1,7,2,7,7,No,No,No,No,No,No,No,682,38
Graduation,Together,34633.0,2,1,8,1,5,0,0,1,1,1,0,2,6,No,No,No,No,No,No,No,317,58
Master,Together,78093.0,0,0,368,32,639,13,43,10,1,4,7,5,1,No,No,No,No,No,No,No,389,67
Graduation,Divorced,82460.0,0,0,255,47,573,52,32,15,1,5,3,6,1,No,No,No,No,No,No,No,662,64
Master,Together,45903.0,0,1,33,8,10,2,10,3,2,2,1,3,4,No,No,No,No,No,No,No,227,48
Graduation,Divorced,81361.0,0,0,163,23,424,27,65,76,1,3,10,13,1,No,No,No,No,No,No,Yes,284,27
PhD,Divorced,35860.0,1,1,15,0,8,4,2,20,2,1,1,2,5,Yes,No,No,No,No,No,Yes,201,41
Master,Together,40442.0,1,1,45,12,52,25,22,13,4,3,1,4,7,No,No,No,No,No,No,Yes,839,62
Graduation,Married,61482.0,0,0,48,58,68,16,66,43,1,3,2,6,2,No,No,No,No,No,No,No,162,49
Graduation,Married,34968.0,1,0,158,6,45,8,2,2,7,3,2,5,7,No,No,No,No,No,No,No,428,34
Graduation,Married,75794.0,0,0,754,160,625,63,32,48,1,7,5,12,3,No,No,No,Yes,No,No,No,347,27
PhD,Together,31497.0,0,1,108,1,28,13,1,4,2,3,1,4,8,No,No,No,No,No,No,No,907,52
Graduation,Married,74268.0,0,0,199,66,315,97,174,41,1,4,3,5,2,No,No,No,No,No,No,No,660,59
Basic,Together,13724.0,1,0,2,7,5,2,15,27,1,2,0,2,9,Yes,No,No,No,No,No,No,827,26
Master,Together,45143.0,0,1,202,5,74,11,5,14,3,6,1,5,7,No,No,No,No,No,No,No,467,49
PhD,Single,52569.0,0,1,85,0,3,0,0,7,1,2,0,4,3,No,No,No,No,No,No,No,216,47
PhD,Single,48432.0,0,1,322,3,50,4,3,42,5,7,1,6,8,No,No,No,No,No,No,Yes,779,41
Master,Together,17144.0,1,1,18,2,19,0,2,6,5,3,0,4,7,No,No,No,No,No,No,No,294,54
